id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
7696,"Because of compliance requirements, your applications can only be deployed in a single geographic location. Which of these options can you consider to increase availability of your application?",False,Deploy EC2 instances to multiple edge locations,Deploy EC2 instances to multiple availability zones,Deploy EC2 instances to multiple regions,Deploy EC2 instances in a single availability zone,,,B,1,Security and Compliance
7697,Which of these are storage services in AWS? (Select 2),True,Amazon Elastic Block Store (EBS),Amazon CloudFront,Amazon EC2,Amazon ELB,Amazon Elastic File System (EFS),,"A,E",1,Cloud Technology and Services
7698,Which of these AWS services helps you to add authentication and authorization to your mobile and web apps?,False,AWS Step Functions,Amazon Cognito,AWS API Gateway,AWS Lambda,,,B,1,Security and Compliance
7700,Which of these is NOT a responsibility of AWS under the shared responsibility model?,False,Controls based on the applications deployed to AWS,Ensuring adherence of AWS IT Infrastructure with IT security standards,Ensuring that services like Amazon S3 and Amazon DynamoDB are highly available,"Providing information on AWS IT control environment (white papers, certifications etc)",,,A,1,Security and Compliance
7701,You need to quickly run a mission critical batch program that cannot be interrupted. Which of these options would you choose?,False,Savings Plans,On Demand Instances,Reserved Instances,Spot Instances,,,B,1,Cloud Technology and Services
7703,Which of these devices are used to setup AWS Managed VPN connectivity between On-premises and AWS (Select 2)?,True,NAT Gateway,VPN gateway,Customer gateway,NAT instance,Internet Gateway,,"B,C",1,Security and Compliance
7704,"Which of these can be used to review, accept, and manage your agreements with AWS?",False,Amazon Macie,Amazon GuardDuty,AWS Security Hub,AWS Artifact,,,D,1,Security and Compliance
7705,Which of these S3 storage classes does NOT provide immediate access to data (select 2)?,True,One Zone-IA,Glacier,Standard,Standard-IA,Glacier Deep Archive,,"B,E",1,Cloud Technology and Services
7706,Which of these AWS services helps you to provision resources in AWS?,False,AWS CloudFormation,AWS CodePipeline,AWS CodeDeploy,AWS CodeBuild,,,A,1,Cloud Technology and Services
7707,Security and Compliance in AWS is a:,False,Responsibility of AWS,None of the above,Responsibility of Customer,Shared Responsibility of AWS and Customer,,,D,1,Security and Compliance
7708,Which of these are characteristics of the pricing models used in the cloud? (Select 2),True,Buy infrastructure ahead of time,Trade capital expenditure (capex) for operational expenditure (opex),Trade operational expenditure (opex) for capital expenditure (capex),Pay-as-you-go,,,"B,D",1,"Billing, Pricing, and Support"
7709,Which of these AWS services can help you automate common operational tasks such as stopping and restarting a group of EC2 instances?,False,AWS Systems Manager,AWS Marketplace,AWS Professional Services,AWS Budgets,,,A,1,"Billing, Pricing, and Support"
7710,Which of these AWS services is a relational database for analytics processing of petabytes of data?,False,Amazon Redshift,Amazon ElastiCache,Amazon DynamoDB,Amazon RDS,,,A,1,Cloud Technology and Services
7711,Which of these AWS services helps you to trace requests across different components and AWS services?,False,Amazon CloudWatch,AWS CloudTrail,AWS X-Ray,AWS Config,,,C,1,Security and Compliance
7713,Which of these AWS services can be used to protect your web applications from web attacks by filtering traffic from a specific geographic location?,False,AWS Shield,AWS KMS,AWS WAF (Web Application Firewall),AWS Cloud HSM (Hardware Security Module),,,C,1,Security and Compliance
7715,How can consolidated billing within AWS Organizations help lower overall monthly expenses?,False,By providing a consolidated view of monthly billing across multiple accounts,By pooling usage across multiple accounts to achieve a pricing tier discount,By automating the creation of new accounts through APIs,By leveraging service control policies (SCP) for centralized service management,,,B,1,"Billing, Pricing, and Support"
7716,"How does ""elasticity"" benefit an application design?",False,By reducing interdependencies between application components,By automatically scaling resources based on demand,By selecting the correct storage tier for your workload,By reserving capacity to reduce cost,,,B,1,Cloud Technology and Services
7717,"When performing a total cost of ownership (TCO) analysis between on-premises and the AWS Cloud, which factors are only relevant to on-premises deployments? (choose 2)",True,Hardware procurement teams,Operating system licensing,Facility operations costs,Database administration,Application licensing,,"A,C",1,"Billing, Pricing, and Support"
7718,Which tool can be used to provide real time guidance on provisioning resources following AWS best practices?,False,AWS Trusted Advisor,AWS Simple Monthly Calculator,AWS Inspector,AWS Personal Health Dashboard,,,A,1,Security and Compliance
7719,How are AWS Lambda functions triggered?,False,Events,Schedules,Metrics,Counters,,,A,1,Cloud Technology and Services
7720,"When using Amazon RDS databases, which items are you charged for? (Select TWO.)",True,Inbound data transfer,Multi AZ,Single AZ,Backup up to the DB size,Outbound data transfer,,"B,E",1,Cloud Technology and Services
7721,Which Amazon EC2 pricing option provides significant discounts for fixed term contracts?,False,Reserved Instances,Spot Instances,Dedicated Instances,Dedicated Hosts,,,A,1,Cloud Technology and Services
7722,What billing timeframes are available for Amazon EC2 on-demand instances? (Select TWO.),True,Per week,Per day,Per hour,Per minute,Per second,,"C,E",1,"Billing, Pricing, and Support"
7723,Which type of AWS Storage Gateway can be used to backup data with popular backup software?,False,File Gateway,Volume Gateway,Gateway Virtual Tape Library,Backup Gateway,,,C,1,Cloud Technology and Services
7724,A user has an AWS account with a Business-level AWS Support plan and needs assistance with handling a production service disruption. Which action should the user take?,False,Contact the dedicated Technical Account Manager,Contact the dedicated AWS Concierge Support team,Open a business-critical system down support case,Open a production system down support case,,,D,1,"Billing, Pricing, and Support"
7725,Which tool can be used to create alerts when the actual or forecasted cost of AWS services exceed a certain threshold?,False,AWS Cost Explorer,AWS Budgets,AWS Cost and Usage report,AWS CloudTrail,,,B,1,"Billing, Pricing, and Support"
7727,The ability to horizontally scale Amazon EC2 instances based on demand is an example of which concept?,False,Economy of scale,Elasticity,High availability,Agility,,,B,1,Cloud Technology and Services
7728,Which of the following are advantages of the AWS Cloud? (Select TWO.),True,AWS manages the maintenance of the cloud infrastructure,AWS manages the security of applications built on AWS,AWS manages capacity planning for physical servers,AWS manages the development of applications on AWS,AWS manages cost planning for virtual servers,,"A,C",1,Cloud Technology and Services
7729,You would like to collect custom metrics from a production application every 1 minute. What type of monitoring should you use?,False,CloudWatch with detailed monitoring,CloudTrail with basic monitoring,CloudWatch with basic monitoring,CloudTrail with detailed monitoring,,,A,1,Security and Compliance
7730,What is the scope of an Amazon Virtual Private Cloud (VPC)?,False,It spans a single CIDR block,It spans all Availability Zones within a region,It spans multiple subnets,It spans all Availability Zones in all regions,,,B,1,Cloud Concepts
7731,Which of the following is an architectural best practice recommended by AWS?,False,Design for success,Design for failure,"Think servers, not services",Use manual operational processes,,,B,1,Cloud Technology and Services
7732,What are two examples of the advantages of cloud computing? (Select TWO.),True,Increase speed and agility,Trade operating costs for capital costs,Secure data centers,Benefit from massive economies of scale,Trade variable expense for capital expense,,"A,D",1,"Billing, Pricing, and Support"
7733,Which team is available to support AWS customers on an Enterprise support plan with account issues?,False,AWS Technical Support,AWS Billing and Accounts,AWS Concierge,AWS Technical Account Manager,,,C,1,"Billing, Pricing, and Support"
7734,An organization has an on-premises cloud and accesses their AWS Cloud over the Internet. How can they create a private hybrid cloud connection that avoids the internet?,False,AWS Direct Connect,AWS Managed VPN,AWS VPN CloudHub,AWS VPC Endpoint,,,A,1,Cloud Concepts
7735,Which of the following security related activities are AWS customers responsible for? (Select TWO.),True,Secure disposal of faulty disk drives,Implementing data center access controls,Installing patches on network devices,Installing patches on Windows operating systems,Implementing IAM password policies,,"D,E",1,Security and Compliance
7736,Which of the below are good use cases for a specific Amazon EC2 pricing model? (Select TWO.),True,Reserved instances for steady state predictable usage,On-demand for regulatory requirements that do not allow multi-tenant virtualization,On-demand for ad-hoc requirements that cannot be interrupted,Spot for consistent load over a long term,Reserved instances for applications with flexible start and end times,,"A,C",1,Cloud Technology and Services
7737,What are two components of Amazon S3? (Select TWO.),True,Buckets,Directories,Objects,Block devices,File systems,,"A,C",1,Cloud Technology and Services
7738,What is the difference between an EBS volume and an Instance store?,False,EBS volumes are object storage devices whereas Instance store volume are block based,Instance store volumes are ephemeral whereas EBS volumes are persistent storage,Instance store volumes can be used with all EC2 instance types whereas EBS cannot,EBS volumes are file-level storage devices whereas Instance store volumes are object-based,,,B,1,Cloud Technology and Services
7739,"Which AWS service lets you add user sign up, sign-in and access control to web and mobile apps?",False,AWS Artifact,Amazon Cognito,AWS CloudHSM,AWS Directory Service,,,B,1,Security and Compliance
7740,An organization has multiple AWS accounts and uses a mixture of on-demand and reserved instances. One account has a considerable amount of unused reserved instances. How can the organization reduce their costs? (choose 2),True,Create an AWS Organization configuration linking the accounts,Use Spot instances instead,Redeem their reserved instances,Setup consolidated billing between the accounts,Switch to using placement groups,,"A,D",1,"Billing, Pricing, and Support"
